contract_id,label,text
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Non-Compete,You agree not to engage in any of the sales activities that we have reserved to ourselves in Sections 1.3 [Our Limitations and Our Reserved Rights] above.
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,No-Solicit Of Customers,"You agree that during the term of this Agreement, you will not, without our prior written consent, either directly or indirectly through any other person or entity:"
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,No-Solicit Of Customers,"17.1.2. Divert or attempt to divert any business or customer, or potential business or customer, to any Competitive Business;"
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,No-Solicit Of Customers,You may not enter into any relationship with a Major Account customer that we deem to conflict with the customer's Major Account arrangement with us.
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,No-Solicit Of Employees,17.1.3. Induce any person to leave his or her employment with us.
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,No-Solicit Of Employees,"You agree that during the term of this Agreement, you will not, without our prior written consent, either directly or indirectly through any other person or entity:"
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Termination For Convenience,"We may terminate your right to provide products and services to a Major Account customer at any time by giving you at least 30 days' prior written notice, and you may terminate your right to provide products and services to a Major Account at any time by giving us at least 30 days' prior written notice."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Rofr/Rofo/Rofn,"You agree that, at our option, you will sell to us any or all your assets used to operate the Franchised Business (including equipment, fixtures, furnishings, Delivery Vehicles, supplies, and inventory) that we ask in writing to purchase. 16.2.1. The purchase price for such items will be equal to your depreciated cost (determined below) or fair market value, whichever is less. The cost will be determined based upon a five (5) year straight-line depreciation of original costs. For equipment that is five (5) or more years old, the parties agree that fair market value will be deemed to be ten percent (10%) of the equipment's original cost. The fair market value of tangible assets must be determined without reference to good will, going-concern value, or other intangible assets. Page 32 of 39 Source: PF HOSPITALITY GROUP INC., 10-12G, 9/23/2015 16.2.2. We may exercise this option by delivering a notice of intent to purchase to you within 30 days after the expiration or termination of this Agreement. During that 30-day period, you agree not to dispose of, transfer, or otherwise hinder our ability to exercise our rights with respect to your assets. 16.2.3. If we exercise our option to purchase, we may setoff all amounts due to us under this Agreement and the cost of the appraisal (if any), against any payment due to you. 16.2.4. If we do not exercise our rights to purchase your Delivery Vehicle(s), you must immediately make such modifications or alterations to the Delivery Vehicle(s) that may be needed to remove any Proprietary Marks and to otherwise distinguish the appearance of the vehicle(s) from those used by other Restaurants."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Rofr/Rofo/Rofn,We may assign our right of first refusal to someone else either before or after we exercise it.
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Rofr/Rofo/Rofn,"If the Transfer is proposed to be made pursuant to a sale, we or our designee may purchase the interest proposed to be Transferred on the same economic terms and conditions offered by the third-party."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Rofr/Rofo/Rofn,We may exercise this option by delivering a notice of intent to purchase to you within 30 days after the expiration or termination of this Agreement.
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Rofr/Rofo/Rofn,Any material change in the terms of the offer from a third-party after we have elected not to purchase the seller's interest will constitute a new offer subject to the same right of first refusal as the third party's initial offer.
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Rofr/Rofo/Rofn,"Closing of the Transfer must occur within 60 calendar days of our election (or such longer period as applicable law may require); otherwise, the third-party's offer will be treated as a new offer subject to our right of first refusal."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Rofr/Rofo/Rofn,"We have the right, exercisable within thirty (30) days after receipt of the notice specified in Section 14.2 [No Transfer without Our Prior Written Consent], to send written notice to you that we intend to purchase the interest proposed to be Transferred."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Change Of Control,"You may not permit the Franchised Business to be operated, managed, directed, or controlled by any other person without our prior written consent."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Change Of Control,"The Owners may not enter into any shareholders' agreement, management agreement, voting trust or other arrangement that gives a third party the power to direct and control your affairs without our prior written consent."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Anti-Assignment,Neither you nor any of the Owners may make any Transfer or permit any Transfer to occur without obtaining our prior written consent.
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Revenue/Profit Sharing,A majority of the Restaurant owners in the Regional Fund may vote to increase the amount of each Restaurant owner's Regional Fund contribution by up to an additional two percent (2%) of each Restaurant's Gross Revenues.
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Revenue/Profit Sharing,"You must pay us a royalty fee (""Royalty"") equal to six percent (6%) of your Gross Revenues."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Revenue/Profit Sharing,"During any Period that the Marketing Fund (as defined in Section 9.1 [Pizza Fusion Marketing Fund] below) is in effect, you must make a contribution as described in Section 9.1 [Pizza Fusion Marketing Fund] below equal to three percent (3%) of your Gross Revenues for the preceding Period"
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Revenue/Profit Sharing,"If by reason of state or other law, we are prohibited from receiving a percentage of certain components of Gross Revenues (including alcoholic-beverage sales), you must pay us an equivalent amount by increasing the Royalty percentage applied to Gross Revenues exclusive of the prohibited components."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Revenue/Profit Sharing,"Additionally, during any Period that a Regional Fund (as defined in Section 9.3 [Regional Fund] below) for the area in which your Franchised Business is located is in effect, you must make a contribution as described in Section 9.2 [Local Marketing] below in such amounts as we specify in writing up to two percent (2%) of your Gross Revenues for the preceding Period; in addition, you may be required to contribute to a Regional Fund up to an additional two percent (2%) of Gross Revenues of your Franchised Business if the members of that Regional Fund vote to increase the total contribution, as provided in Section 9.3.5 [Regional Fund] below."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Minimum Commitment,"You agree to conduct a Grand Opening Advertising Program for the Franchised Business throughout the first four weeks after the Opening Date, spending an amount not less than $12,000."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Minimum Commitment,"Beginning on the Opening Date, during each consecutive three-calendar-month period during the Term, you must spend three percent (3%) or more of your Gross Sales on local marketing of the Franchised Business."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Ip Ownership Assignment,"If you wish to test market an item that we have not approved, then, so long as we have given you our prior written approval, you may do so for so long, and on such terms, that we mutually agree upon (a ""Test""), and the item so tested, and all associated formulae, plans, and materials, will become our property."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Ip Ownership Assignment,"You agree that all data that you collect from customers and potential customers in connection with the Franchised Business (""Customer Data"") is deemed to be owned exclusively by us, and you also agree to provide the Customer Data to us at any time that we request as you to do so."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Ip Ownership Assignment,"The Customer List is, and remains, our exclusive property, you hereby assign to us all rights you now have or hereafter may acquire in the Customer List."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Ip Ownership Assignment,"All data pertaining to, derived from, or displayed at the Franchised Business (including without limitation data pertaining to or otherwise about Franchised Business customers) is and shall be our exclusive property, and we hereby grant you a royalty-free non-exclusive license to use that data during the Term of this Agreement."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,License Grant,"We grant you the right, and you accept the obligation, to use the Proprietary Marks and the System to operate one Restaurant (the ""Franchised Business"") at the Premises, in accordance with the terms of this Agreement."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,License Grant,"If, following the Test, we determine that we will approve the tested item, then for so long as we deem that item to be an ""approved item"" under this Agreement, you will have the right to use that item under the terms of this Agreement; and we will have the right to use and market that item as we see fit, including but not limited to use in our own Restaurants as well as that of other licensees and franchisees, without compensation to you."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,License Grant,"All data pertaining to, derived from, or displayed at the Franchised Business (including without limitation data pertaining to or otherwise about Franchised Business customers) is and shall be our exclusive property, and we hereby grant you a royalty-free non-exclusive license to use that data during the Term of this Agreement."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Non-Transferable License,You have no right to sublicense either the Proprietary Marks or the System to anyone else;
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Post-Termination Services,We may exercise this option by delivering a notice of intent to purchase to you within 30 days after the expiration or termination of this Agreement.
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Post-Termination Services,"If we do not elect or are unable to exercise our option to acquire, or to acquire the lease or sublease for the Premises, you must make such modifications or alterations to the premises operated hereunder (including, without limitation, the changing of the telephone number) immediately upon termination or expiration of this Agreement as may be necessary to distinguish the appearance of the Premises from that of other Restaurants under the System, and such specific additional changes as we may reasonably request for that purpose."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Post-Termination Services,"(c) Recognize your right to display and use the Proprietary Marks in accordance with the specifications required by the Manual, subject only to the provisions of applicable law; (d) Require that the premises be used solely for the operation of a Franchised Business; and (e) Acknowledge that, if this Agreement is terminated or expires (without you renewing your franchise rights): (i) you must take certain steps to de-identify the location as a Pizza Fusion Restaurant; and (ii) lessor will cooperate with us in enforcing your obligation to de-identity, including allowing us, our employees and/or agents to enter the premises and remove signs, décor and materials that bear or display our Proprietary Marks, designs, or logos."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Post-Termination Services,"Your lease (or rider to a lease) must include provisions that will: (a) Allow us the right to elect to take an assignment of the leasehold interest upon termination or expiration of your rights under this Agreement, and that allow us (or our designee) to operate a ""Pizza Fusion"" restaurant upon the premises for the remaining term of the lease or sublease; (b) Require the lessor to provide us with a copy of any written notice of deficiency under the lease sent to you, at the same time as notice is given to you (as the lessee under the lease), and which grants to us the right (but not obligation) to cure any deficiency by you under the lease within fifteen (15) business days after the expiration of the period in which you had to cure any such default should you fail to do so;"
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Post-Termination Services,"You agree that, at our option, you will sell to us any or all your assets used to operate the Franchised Business (including equipment, fixtures, furnishings, Delivery Vehicles, supplies, and inventory) that we ask in writing to purchase."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Audit Rights,We reserve the right to reinspect the facilities and products of any approved supplier and to revoke approval if we find that the supplier fails to meet any of our then-current criteria.
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Audit Rights,To permit us or our representatives to inspect your operations to assure that you are properly using the Proprietary Marks;
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Audit Rights,"If we request in writing, you agree that your financial institution is authorized to send us a monthly statement of all activity in the designated account (and such other reports of the activity in the operating account as we reasonably request) at the same time as it sends such statements to you."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Audit Rights,"If Gross Revenues have been understated by more than 2% for the period covered by the examination or audit, you must also: (1) reimburse us for the full reasonable cost of the examination or audit, including, travel, lodging, meals, and wages of our representatives and the legal and accounting fees of any attorneys or independent accountants we use for the examination or audit; and (2) at our request, thereafter provide us with periodic audited financial statements."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Audit Rights,"We have the right, both during and after the Term of this Agreement, to inspect, copy and audit your books and records, your federal, state and local tax returns, and any other forms, reports, information or data that we may reasonably designate."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Audit Rights,"We have the right, at any time during normal business hours: (i) to conduct inspections of the Franchised Business; (ii) to interview your employees, work crews, and customers; and (iii) to review your business records, including those maintained electronically or off premises."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Audit Rights,"In order to preserve the goodwill of the System following termination, we (or our designee) have the right to enter the Premises (without liability to you, your Owners, or otherwise) for the purpose continuing the Franchised Business' operation and maintaining the goodwill of the business."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Audit Rights,"We may conduct the examination or audit at our offices or those of a third-party, in which case we may require you to send us your records."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Audit Rights,We have the ongoing right to inspect any proposed supplier's facilities and to test samples of the proposed products or services.
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Audit Rights,You agree to submit financial and operational reports and records and documents to us at the times and in the manner specified in the Manual or other written instructions.
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Cap On Liability,"Each of us waives any right to or claim of punitive, exemplary, multiple, or consequential damages against the other in litigation and agrees to be limited to the recovery of actual damages sustained."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Cap On Liability,"Any and all claims and actions arising out of or relating to this Agreement, the relationship between you and us, or your operation of the Restaurant, brought by any party hereto against the other, must be commenced within one (1) year from the occurrence of the facts giving rise to such claim or action, or, it is expressly acknowledged and agreed by all parties, such claim or action will be irrevocably barred."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Liquidated Damages,The amounts contemplated under Section 16.4 [Liquidated Damages] above is not a penalty and is intended by the parties only as a compensatory remedy for past breaches and not as a preventative remedy to deter future breaches.
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Liquidated Damages,The payments called for in Section 16.4 [Liquidated Damages] above constitute liquidated damages for causing the premature termination of this Agreement and not a penalty.
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Liquidated Damages,"If this Agreement is terminated due to your default, you must, upon written demand, pay us a lump-sum payment in an amount calculated as follows: (a) the average of your Royalty fees and Advertising Contributions due for the last 60 months before our delivery of notice of default (or, if lesser, the months you had been operating before our delivery of notice of default), (b) multiplied by the lesser of 60 or the number of months remaining in the term of this Agreement."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Liquidated Damages,"Nevertheless, the parties agree that the lump-sum payment provided under Section 16.4 [Liquidated Damages] above is reasonable in light of the damages for premature termination that may reasonably be expected to occur in such event."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Insurance,"Throughout the entire Term, you must maintain such types of insurance, in such amounts, as we may require."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Insurance,(f) obtain and maintain in force during the entire period of construction the insurance required under this Agreement or as otherwise specified in the Manuals;
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Insurance,"In connection with any construction, renovation, refurbishment, or remodeling of the Premises, you must cause the general contractor to maintain commercial general liability insurance (with comprehensive automobile liability coverage for both owned and non-owned vehicles, builder's risk, product liability, and independent contractors coverage) with a reputable insurer."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Insurance,You must also cause the general contractor to maintain workers' compensation and employer's liability insurance as may be required by law.
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Insurance,"If we do so and you choose not to use our recommended construction manager, you must hire a general contractor who is reasonably acceptable to us and who must have the following minimum insurance coverage: (a) commercial general liability in an amount of $2,000,000 combined single limit; (b) comprehensive automobile liability for owned, hired and non-owned motor vehicles in an amount of $1,000,000 combined single limit; (c) workers' compensation, occupational diseases and disability benefits in accordance with applicable statutory requirements; (d) employers' liability in an amount of $1,000,000; (e) employee fidelity bond of $2,000,000; and (f) umbrella form excess liability insurance in excess of the limits provided by the commercial general liability policy required above with limits of $3,000,000 per occurrence and annual aggregate."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Insurance,"At any time, we may adjust the amounts of coverage required under such insurance policies and require different or additional kinds of insurance, including excess liability insurance."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Insurance,"You must obtain and maintain appropriate insurance coverage for you and for our benefit, including any minimum coverages that we may establish."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Insurance,"By the dates specified below, an approved insurance company must issue a certificate of insurance showing compliance with the insurance requirements in this Section 6.19 [Insurance] and you must furnish us with a paid receipt showing the certificate number: (a) 30 days before beginning construction of the Premises; (b) if the Premises are constructed and presently owned or leased by you, 10 days from the Agreement Date; or (c) if the Premises are not presently owned or leased, 10 days after ownership of the Premises is conveyed to you or you sign a lease for the Premises. The certificate of insurance must include a statement by the insurer that the policy or policies may not be canceled, subject to nonrenewal, or materially altered without at least 30 days' prior written notice to us. Upon our request, you must supply us with copies of all insurance policies and proof of payment. Every year, you must send us current certificates of insurance and copies of all insurance policies."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Insurance,"At a minimum, such policies must include the following: (a) commercial general liability insurance, completed-operations and independent-contractors coverage in the amount of $1,000,000, per person/per occurrence for bodily injury and property damage combined with a general aggregate of $3,000,000."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Insurance,"Such insurance must be in the amount of at least $1,000,000 and must name us and you as an additional named insured party, as our respective interests may appear."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Insurance,"(b) workers'-compensation coverage in the amount of at least $100,000/$500,000/$100,000, unemployment insurance and employer's liability insurance, as well as such other insurance as may be required by statute or rule of the state in which the Franchised Business is located; (c) fire, lightning, vandalism, theft, malicious mischief, flood (if in a special flood-hazard area), sprinkler damage, and the perils described in ex-tended-coverage insurance with primary and excess limits of not less than the full-replacement value of the supplies, furniture, fixtures, equipment, machinery, inventory, and plate glass having a deductible of not more than $1,000 and naming us as a loss payee; (d) automobile liability insurance-including coverage of vehicles not owned by you, but used by employees in connection with the Franchised Business, with a combination of primary and excess limits of not less than $1,000,000; (e) commercial blanket bond in the amount of $100,000; and (f) such other insurance, in such amounts, as we reasonably require for our and your protection."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Insurance,"Policies that we require must be written by an insurance company reasonably satisfactory to us with an A.M. Best rating of ""A"" or better, and, must name us as an additional insured party."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Insurance,You agree that you will do all of the following things:
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Covenant Not To Sue,"You and all Owners must execute a general release, in a form satisfactory to us, of all claims against us and our past, present and future affiliates, officers, directors, shareholders, agents and employees."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Covenant Not To Sue,"During the Term of this Agreement and after its expiration or termination, you agree not to directly or indirectly contest, or aid in contesting, the validity or ownership of the Proprietary Marks or take any action detrimental to our rights in the Proprietary Marks."
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,Covenant Not To Sue,To accept the validity of the Proprietary Marks as they exist now and in the future and agree that you will not contest the validity of any of the Proprietary Marks at any time;
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Document Name,License and Hosting Agreement
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Expiration Date,The term of this Agreement shall commence on the Effective Date and shall continue in full force and effect for an initial period of five (5) years.
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Renewal Term,"Thereafter, this Agreement shall automatically renew for subsequent one (1) year periods unless either party provides the other party with written notification at least thirty (30) days prior to the expiration of the initial five (5) year term or any one (1) year renewal thereof of its intention to terminate this Agreement."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Notice Period To Terminate Renewal,"Thereafter, this Agreement shall automatically renew for subsequent one (1) year periods unless either party provides the other party with written notification at least thirty (30) days prior to the expiration of the initial five (5) year term or any one (1) year renewal thereof of its intention to terminate this Agreement."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Governing Law,"This Agreement shall be governed by the laws of the State of California, USA, excluding conflict of laws provisions and excluding the 1980 United Nations Convention on Contracts for the International Sale of Goods."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Change Of Control,"Notwithstanding the foregoing, either party shall have the right to assign this Agreement in connection with the merger or acquisition of such party or the sale of all or substantially all of its assets related to this Agreement without such consent, except in the case where such transaction involves a direct competitor of the other party where consent of the other party will be required."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Anti-Assignment,"Neither party may assign this Agreement or any rights or obligations hereunder, whether by operation of law or otherwise, without the prior written consent of the other party."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Anti-Assignment,Any assignment in violation of this Section 14.1 shall be null and void.
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Revenue/Profit Sharing,"In addition, the parties shall share certain revenues related to purchases made by Customers utilizing Commerce One's MarketSite.net Service, as set forth in EXHIBIT B hereto."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Ip Ownership Assignment,"Subject to Commerce One's pre-existing ownership of any materials or technology provided to Corio, the results of all such development efforts set forth in this Section 13, including all intellectual property rights in any software interface coding or programs created solely by Corio during the term of this Agreement to enable the Software to operated within the Corio Servers' hosted environment (""DEVELOPMENTS""), shall be owned by Corio, unless such Developments are supported on an ongoing basis by Commerce One in which case Commerce One will retain all ownership rights, including intellectual property rights in the Developments."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Ip Ownership Assignment,"To the extent that Commerce One would otherwise have a claim of ownership in such Developments, Commerce One hereby assigns all rights in and to such Developments to Corio."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Joint Ip Ownership,"Ownership of intellectual property rights to any enhancements, modifications or derivative works to the Software itself which may be developed jointly by the parties or solely by Corio shall be negotiated by the parties prior to the start of any such development work."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,License Grant,"Upon the release of the Source Code to Corio pursuant to Section 12.2 of this Agreement, Corio shall have a royalty-free, nonexclusive, nontransferable, right and license in the Territory to use and modify the Source Code to support and maintain the Software until the expiration or termination of Corio's Customers' End User License Agreements."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,License Grant,"Subject to the terms and conditions of this Agreement, Commerce One hereby grants to Corio a nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement) royalty-free, fully paid up right and license in the Territory, on Corio Servers, to make a reasonable number of copies of the Demonstration Software solely for demonstration purposes to potential Customer"
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,License Grant,"During the term of this Agreement, each party authorizes the other party to display and use the other's trademarks, trade names and logos (collectively, the TRADEMARKS) in connection with that party's sale, advertisement, service and promotion of the Corio Services or the Software and MarketSite.net Service."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,License Grant,"Subject to the terms and conditions of this Agreement, Commerce One grants to Corio a nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement), royalty-free, fully paid up, perpetual right and license in the Territory to reproduce, install and use additional copies of the Software and Software tools and utilities, subject to any restrictions placed on the Commerce One by third party software providers, in machine executable object code for (i) Corio's internal business operations and (ii) production, testing, development, upgrade, reporting and training."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,License Grant,"Subject to the terms and conditions of this Agreement, Commerce One hereby grants to Corio a fee-bearing, perpetual and irrevocable, nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement), right and license in the Territory to (i) reproduce the Software in machine executable object code format only for installation on the Corio Servers; (ii) install multiple copies of the Software on Corio's Servers which will be made remotely accessible to Corio's Customers for their subsequent use, (iii) permit limited access to and use of the Software and MarketSite.net Service by Customers through Corio Servers; (iv) sublicense an unlimited number of Customers to access and use the Software and MarketSite.net Service only through the installation on Corio servers; and (v) use Commerce One's tools and utilities, subject to any restrictions placed on the Commerce One by third party software providers, to modify and manage the Software."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,License Grant,"Subject to the terms and conditions of this Agreement, Commerce One hereby grants to Corio a nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement), right and license in the Territory to sell and distribute such software licenses to Customers pursuant to this Section 2.4."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Non-Transferable License,"Upon the release of the Source Code to Corio pursuant to Section 12.2 of this Agreement, Corio shall have a royalty-free, nonexclusive, nontransferable, right and license in the Territory to use and modify the Source Code to support and maintain the Software until the expiration or termination of Corio's Customers' End User License Agreements."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Non-Transferable License,"Subject to the terms and conditions of this Agreement, Commerce One hereby grants to Corio a nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement) royalty-free, fully paid up right and license in the Territory, on Corio Servers, to make a reasonable number of copies of the Demonstration Software solely for demonstration purposes to potential Customers."
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Non-Transferable License,"Subject to the terms and conditions of this Agreement, Commerce One grants to Corio a nonexclusive, nontransferable (except in accordance with Section 14.1 of this Agreement), royalty-free, fully paid up, perpetual right and license in the Territory to reproduce, install and use additional copies of the Software and Software tools and utilities, subject to any restrictions placed on the Commerce One by third party software providers, in machine executable object code for (i) Corio's internal business operations and (ii) production, testing, development, upgrade, reporting and training."
