contract_id,text,text_norm,label
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT","All insurance must be written on an ""occurrence"" basis.",all insurance must be written on an occurrence basis,Insurance
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"TELKOM shall not copy the source code, nor disclose it to any third party except agents retained by TELKOM to assist in maintaining the SOFTWARE, provided that no such agent is in the business of marketing or developing SOFTWARE competitive with the SOFTWARE.",telkom shall not copy the source code nor disclose it to any third party except agents retained by telkom to assist in maintaining the software provided that no such agent is in the business of marketing or developing software competitive with the software,Non-Compete
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,"If Company terminates the Agreement without cause and for reasons other than Distributor's failure to meet its minimum expectations; it shall repurchase from Distributor any unopened Product, and shall bear all shipping, handling and related costs notwithstanding any other remedies to which Distributor may be entitled.",if company terminates the agreement without cause and for reasons other than distributor s failure to meet its minimum expectations it shall repurchase from distributor any unopened product and shall bear all shipping handling and related costs notwithstanding any other remedies to which distributor may be entitled,Post-Termination Services
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,"Subject to the provisions stated below, we hereby grant you a license to use the ""Buffalo Wild Wings"" Marks and System, and you undertake the obligation to operate a Buffalo Wild Wings restaurant facility featuring the Menu Items and providing sit-down, carry-out and other restaurant services (""Franchised",subject to the provisions stated below we hereby grant you a license to use the buffalo wild wings marks and system and you undertake the obligation to operate a buffalo wild wings restaurant facility featuring the menu items and providing sit down carry out and other restaurant services franchised,License Grant
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT","FURTHER AND NOTWITHSTANDING ANYTHING TO THE CONTRARY IN THIS AGREEMENT, THE TOTAL LIABILITY PER YEAR OF HOVIONE SHALL BE LIMITED TO THE VALUE OF THE REVENUES COLLECTED IN THE PREVIOUS CONTRACTUAL YEAR.",further and notwithstanding anything to the contrary in this agreement the total liability per year of hovione shall be limited to the value of the revenues collected in the previous contractual year,Cap On Liability
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,"Fox grants to Licensee a limited, exclusive (except as otherwise may be provided in this Agreement), non-transferable (except as permitted in Paragraph 17(d)) right and license to use, make, have made (as set forth in Paragraph 1(a)(i) below), reproduce, modify, and create derivative works of",fox grants to licensee a limited exclusive except as otherwise may be provided in this agreement non transferable except as permitted in paragraph 17 d right and license to use make have made as set forth in paragraph 1 a i below reproduce modify and create derivative works of,Exclusivity
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,"During the term of this Agreement, and for a period of three (3) months following the expiration or termination of this Agreement, Distributor agrees that neither it nor any organization or entity controlled or directed by it will, without Airspan's prior, written consent, represent a manufacturer or supplier of products similar in design or performance to or which are of such a nature as to be competitive with any products contained in the Airspan Products, nor will Distributor market or otherwise promote the sale of such products.",during the term of this agreement and for a period of three 3 months following the expiration or termination of this agreement distributor agrees that neither it nor any organization or entity controlled or directed by it will without airspan s prior written consent represent a manufacturer or supplier of products similar in design or performance to or which are of such a nature as to be competitive with any products contained in the airspan products nor will distributor market or otherwise promote the sale of such products,Non-Compete
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,"Effective as of the Initial Closing Date, the Purchaser will cause each Acquired Company and each Purchaser Assignee to grant, following each applicable Closing Date, to the Seller Parties, an irrevocable (except as expressly set forth herein), perpetual, non-sublicenseable (except as expressly set forth herein), fully paid-up, royalty-free, worldwide, non-transferable (except as expressly set forth herein), non-exclusive license, under the Acquired Company Patents and Assigned Patents: (i) (A) to use the Acquired Company Patents and Assigned Patents in the operation of the Seller Business and to practice any methods, processes, and procedures in connection therewith and (B) to make, have made, use, sell, offer for sale, import, and otherwise dispose of products, services, and systems that were designed, developed, manufactured, distributed, offered for sale, sold, resold, supported, otherwise under development, or provided, as of the applicable Closing Date, by the Seller Parties in connection with the Seller Business and to practice any methods, processes, and procedures in connection therewith, and in each case of clauses (A) and (B), including with respect to all Derivative Works and natural evolutions thereof;",effective as of the initial closing date the purchaser will cause each acquired company and each purchaser assignee to grant following each applicable closing date to the seller parties an irrevocable except as expressly set forth herein perpetual non sublicenseable except as expressly set forth herein fully paid up royalty free worldwide non transferable except as expressly set forth herein non exclusive license under the acquired company patents and assigned patents i a to use the acquired company patents and assigned patents in the operation of the seller business and to practice any methods processes and procedures in connection therewith and b to make have made use sell offer for sale import and otherwise dispose of products services and systems that were designed developed manufactured distributed offered for sale sold resold supported otherwise under development or provided as of the applicable closing date by the seller parties in connection with the seller business and to practice any methods processes and procedures in connection therewith and in each case of clauses a and b including with respect to all derivative works and natural evolutions thereof,Non-Transferable License
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,"EXCEPT FOR LIABILITY ARISING UNDER SECTIONS 2.7, 8, 10 AND 12.3 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER PARTY'S LIABILITY ARISING OUT OF OR RELATED TO THIS AGREEMENT OR THE USE OR PERFORMANCE OF THE SOFTWARE EXCEED THE TOTAL AMOUNT ACTUALLY PAID BY CORIO HEREUNDER FOR THE TRANSACTION WHICH THE LIABILITY RELATES TO DURING THE TWELVE (12) MONTHS IMMEDIATELY PRIOR TO THE CAUSE OF",except for liability arising under sections 2 7 8 10 and 12 3 of this agreement in no event shall either party s liability arising out of or related to this agreement or the use or performance of the software exceed the total amount actually paid by corio hereunder for the transaction which the liability relates to during the twelve 12 months immediately prior to the cause of,Cap On Liability
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Coverage must be maintained for as long as required by Applicable Law in each country after release of the last Subject from the Clinical Trials or where there is no legal requirement at least [***] after the termination of this Agreement.,coverage must be maintained for as long as required by applicable law in each country after release of the last subject from the clinical trials or where there is no legal requirement at least after the termination of this agreement,Insurance
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement,"Subject to the terms and conditions set forth herein, Theismann hereby grants to Bizzingo and its affiliates the unlimited right and privilege during the Term (as defined herein) and within the Territory to use the Property (as defined herein) in connection with the advertisement, promotion, and sale of the Network in the Territory whether through film, television, radio, print and Internet media, including the right to use the Property in or on the Network. I",subject to the terms and conditions set forth herein theismann hereby grants to bizzingo and its affiliates the unlimited right and privilege during the term as defined herein and within the territory to use the property as defined herein in connection with the advertisement promotion and sale of the network in the territory whether through film television radio print and internet media including the right to use the property in or on the network i,Unlimited/All-You-Can-Eat-License
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,"Additionally, if PB elects to continue development of the Product and obtains Regulatory Approval following such termination, PB will remain obligated to pay any Approval Payments that become due and payable pursuant to ARTICLE 6 at such time as such payments become due and payable (if ever) (except to the extent PB pays any Buy-Out Payment(s) pursuant to Section 6.7), provided that each Approval Payment (or Buy-Out Payment, as applicable) shall be adjusted as set forth in Section 6.2, and reduced by the amount previously paid by PB to SFJ pursuant to this Section 14.2.1.",additionally if pb elects to continue development of the product and obtains regulatory approval following such termination pb will remain obligated to pay any approval payments that become due and payable pursuant to article 6 at such time as such payments become due and payable if ever except to the extent pb pays any buy out payment s pursuant to section 6 7 provided that each approval payment or buy out payment as applicable shall be adjusted as set forth in section 6 2 and reduced by the amount previously paid by pb to sfj pursuant to this section 14 2 1,Post-Termination Services
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement","26t h day of May, 2017",26t h day of may 2017,Effective Date
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,(c) give title to all modifications and improvements to the PSS Software which XIMAGE generally makes available to its other customers (at no additional Charge) under standard software maintenance agreements relating to the Software.,c give title to all modifications and improvements to the pss software which ximage generally makes available to its other customers at no additional charge under standard software maintenance agreements relating to the software,Ip Ownership Assignment
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,"Stratton, Cheeseman & Walsh-Nevada, Inc.",stratton cheeseman walsh nevada inc,Parties
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,"If Purchaser or a Purchaser Assignee assigns or transfers any Intellectual Property licensed to the Seller Parties pursuant to Section 2.1(c) or Section 2.1(d), the Purchaser shall (or shall cause the applicable Purchaser Assignee to) expressly condition such assignment or transfer on the express acknowledgement and agreement of the assignee or transferee that all such Intellectual Property is bound by such license grants.",if purchaser or a purchaser assignee assigns or transfers any intellectual property licensed to the seller parties pursuant to section 2 1 c or section 2 1 d the purchaser shall or shall cause the applicable purchaser assignee to expressly condition such assignment or transfer on the express acknowledgement and agreement of the assignee or transferee that all such intellectual property is bound by such license grants,Anti-Assignment
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","The purchase price for the Call Shares (the ""Call Option Price"") shall be the greater of (x) the amount in Japanese Yen equal to the Net Book Value as of the most recently completed month end prior to the Call Closing Date, minus the Net Book Value as of the most recently completed month end prior to the Effective Date, multiplied by the number of Call Shares, or (y) one Japanese Yen (¥1).",the purchase price for the call shares the call option price shall be the greater of x the amount in japanese yen equal to the net book value as of the most recently completed month end prior to the call closing date minus the net book value as of the most recently completed month end prior to the effective date multiplied by the number of call shares or y one japanese yen 1,Rofr/Rofo/Rofn
"Reinsurance Group of America, Incorporated - A_R REMARKETING AGREEMENT","This Agreement shall be governed by, and construed in accordance with, the laws of the State of New York.",this agreement shall be governed by and construed in accordance with the laws of the state of new york,Governing Law
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT,"Neither party shall assign, transfer, or subcontract this Agreement or any of its obligations hereunder without the other party's express, prior written consent, which will not be unreasonably withheld.",neither party shall assign transfer or subcontract this agreement or any of its obligations hereunder without the other party s express prior written consent which will not be unreasonably withheld,Anti-Assignment
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,We shall have no obligation to enforce similar covenants against any other System franchisee.,we shall have no obligation to enforce similar covenants against any other system franchisee,Competitive Restriction Exception
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,"Customer may assign this Agreement without Changepoint's consent (i) to an Affiliate of Customer; or (ii) to a purchaser of all or substantially all of Customer's assets. Otherwise, neither this Agreement nor any rights granted hereby may be transferred or assigned by Customer to any other person without Changepoint's prior written consent, (such consent shall not be unreasonably withheld), and any such attempted assignment shall be null and void.",customer may assign this agreement without changepoint s consent i to an affiliate of customer or ii to a purchaser of all or substantially all of customer s assets otherwise neither this agreement nor any rights granted hereby may be transferred or assigned by customer to any other person without changepoint s prior written consent such consent shall not be unreasonably withheld and any such attempted assignment shall be null and void,Anti-Assignment
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT,This Agreement has been made in the State of California and shall be governed by and construed in accordance with the laws thereof without regard to principles of conflicts of laws.,this agreement has been made in the state of california and shall be governed by and construed in accordance with the laws thereof without regard to principles of conflicts of laws,Governing Law
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,"IN WITNESS WHEREOF, the parties hereto have executed this Agreement as of this 4th day of April, 2003.",in witness whereof the parties hereto have executed this agreement as of this 4th day of april 2003,Agreement Date
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,"In addition to any outstanding Guarantee payments which Licensee shall pay to Fox as set forth in Paragraph 3 of this Amendment below, Licensee shall pay to Fox a minimum recoupable guarantee of ***** dollars (US$*****) on or before ***** (""ICE AGE 2 Guarantee""), and",in addition to any outstanding guarantee payments which licensee shall pay to fox as set forth in paragraph 3 of this amendment below licensee shall pay to fox a minimum recoupable guarantee of dollars us on or before ice age 2 guarantee and,Revenue/Profit Sharing
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",Sponsorship Agreement,sponsorship agreement,Document Name
TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT,"(ii) a minimum monthly fee (""Monthly Base Fee"") for certain bundled data processing Services, based on the volume of resource units used to provide such Services.",ii a minimum monthly fee monthly base fee for certain bundled data processing services based on the volume of resource units used to provide such services,Minimum Commitment
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,"Network hereby grants Affiliate during the Term a royalty-free, fully paid up, non-transferable, non-exclusive license to use the Marks (as defined in Section 8(e)) in any advertising and promotional materials undertaken in connection with Affiliate's transmission of the Service, provided that such use complies with the terms and conditions of Section 8(e).",network hereby grants affiliate during the term a royalty free fully paid up non transferable non exclusive license to use the marks as defined in section 8 e in any advertising and promotional materials undertaken in connection with affiliate s transmission of the service provided that such use complies with the terms and conditions of section 8 e,License Grant
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,"Distributor shall make these records available for audit by Cisco upon [*****] prior written notice, during regular business hours, at Distributor's principal place of business or such other of Distributor's locations where Distributor may maintain relevant records. [*****].",distributor shall make these records available for audit by cisco upon prior written notice during regular business hours at distributor s principal place of business or such other of distributor s locations where distributor may maintain relevant records,Audit Rights
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,ENDORSEMENT AGREEMENT,endorsement agreement,Document Name
WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT,"(a) as holder or beneficial owner (for investment purposes only) of any class of securities in a company if those securities are listed or dealt in on a Recognised Investment Exchange and the Executive (together with his spouse, children, parents and parents' issue) neither holds nor is beneficially interested in more than 1% of the securities of that class; or (b) with the consent in writing of the Company, which may be given subject to any terms which the Company requires.",a as holder or beneficial owner for investment purposes only of any class of securities in a company if those securities are listed or dealt in on a recognised investment exchange and the executive together with his spouse children parents and parents issue neither holds nor is beneficially interested in more than 1 of the securities of that class or b with the consent in writing of the company which may be given subject to any terms which the company requires,Non-Compete
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,"Hydraspin hereby grants to Distributor an exclusive non-transferable and royalty-free right and license to use Hydraspin's Marks in connection with the advertising, promotion, marketing, distribution and sale of the Products in the Territory in accordance with Hydraspin's standards and instructions.",hydraspin hereby grants to distributor an exclusive non transferable and royalty free right and license to use hydraspin s marks in connection with the advertising promotion marketing distribution and sale of the products in the territory in accordance with hydraspin s standards and instructions,Non-Transferable License
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,"Effective as of the Initial Closing Date, the Seller hereby grants (and will cause each other Seller Party to grant, following each applicable Closing Date, to the Purchaser Licensees) a perpetual (unless terminated in accordance with Section 4.2(ii)(c)), fully paid-up, royalty-free, worldwide, non-transferable (except as set forth herein), non-exclusive license to use any and all Licensed Trademarks in the Business (including with respect to the Purchaser Licensed Activities), including with respect to all Derivative Works and natural evolutions of such Business, in a manner that is the same or substantially similar to the manner in which the Seller Entities have used the Licensed Trademarks in the Business.",effective as of the initial closing date the seller hereby grants and will cause each other seller party to grant following each applicable closing date to the purchaser licensees a perpetual unless terminated in accordance with section 4 2 ii c fully paid up royalty free worldwide non transferable except as set forth herein non exclusive license to use any and all licensed trademarks in the business including with respect to the purchaser licensed activities including with respect to all derivative works and natural evolutions of such business in a manner that is the same or substantially similar to the manner in which the seller entities have used the licensed trademarks in the business,License Grant
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT","During the term of this Agreement, [***], each Party will have the right to engage, at its own expense, an independent auditor reasonably acceptable to the other Party to review the other Party's books and records solely for the purpose of confirming the other Party's compliance with its pricing and payment obligations hereunder.",during the term of this agreement each party will have the right to engage at its own expense an independent auditor reasonably acceptable to the other party to review the other party s books and records solely for the purpose of confirming the other party s compliance with its pricing and payment obligations hereunder,Audit Rights
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,This Agreement shall be governed by and interpreted in accordance within the laws of the State of New York without reference to conflicts of laws provisions.,this agreement shall be governed by and interpreted in accordance within the laws of the state of new york without reference to conflicts of laws provisions,Governing Law
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement,"Distributor acknowledges Airspan's exclusive right, title, and interest in and to any trademarks, trade names, logos and designations which Airspan may at any time have adopted, used, or registered in the United States of America and in the Territory (the ""Trademarks""), and will not at any time do or cause to be done any act or thing contesting or in any way impairing or tending to impair any part of said right, title, and interest.",distributor acknowledges airspan s exclusive right title and interest in and to any trademarks trade names logos and designations which airspan may at any time have adopted used or registered in the united states of america and in the territory the trademarks and will not at any time do or cause to be done any act or thing contesting or in any way impairing or tending to impair any part of said right title and interest,Covenant Not To Sue
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT","In addition, to the extent that it is legally able to do so, MD Anderson hereby grants LBIO a royalty-free right and license to use and reproduce any Publication.",in addition to the extent that it is legally able to do so md anderson hereby grants lbio a royalty free right and license to use and reproduce any publication,License Grant
TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT,"All policies of such insurance shall be written by a carrier or carriers rated ""A"" or above by Best, shall contain a clause requiring the carrier to give Customer at least thirty (30) days' prior written notice of any material change or cancellation of coverage for any reason, and simultaneously with M&I's execution of this Agreement, and annually thereafter, at Customer's request, M&I shall deliver to Customer original Certificates of Insurance evidencing the coverage required by this Section.",all policies of such insurance shall be written by a carrier or carriers rated a or above by best shall contain a clause requiring the carrier to give customer at least thirty 30 days prior written notice of any material change or cancellation of coverage for any reason and simultaneously with m i s execution of this agreement and annually thereafter at customer s request m i shall deliver to customer original certificates of insurance evidencing the coverage required by this section,Insurance
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,"Licensed Technology incorporated in LICENSEE Product, together with Updates and New Versions thereof, are provided to LICENSEE's Customer under a non-exclusive worldwide license subject to the following terms:",licensed technology incorporated in licensee product together with updates and new versions thereof are provided to licensee s customer under a non exclusive worldwide license subject to the following terms,License Grant
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Changepoint will replace any defective media returned to Changepoint during the Warranty Period.,changepoint will replace any defective media returned to changepoint during the warranty period,Warranty Duration
BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,You will make available to us all original books and records that we may deem necessary to ascertain your Gross Sales for reasonable inspection at reasonable times.,you will make available to us all original books and records that we may deem necessary to ascertain your gross sales for reasonable inspection at reasonable times,Audit Rights
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT",PRAIRIE SECONDARY ACQUIROR E LP,prairie secondary acquiror e lp,Parties
VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement,COMPANY shall pay an annual EARNED ROYALTY as follows: 2.1.1 Four percent (4%) of the sum of NET REVENUES.,company shall pay an annual earned royalty as follows 2 1 1 four percent 4 of the sum of net revenues,Revenue/Profit Sharing
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,"Upon approval of a BLA for the Product for the Indication by NMPA in China or PMDA in Japan, SFJ, on behalf of itself and its Affiliates, shall, and hereby does, assign to PB all of SFJ's and its Affiliates' right, title and interest in and to all INDs, BLAs and Regulatory Approvals (including all amendments and supplements to any of the foregoing) and other filings with, and formal submissions to, NMPA or PMDA, respectively, and other applicable Regulatory Authorities in such country, in each case, with respect to the Product in such country (collectively, ""Product Filings"").",upon approval of a bla for the product for the indication by nmpa in china or pmda in japan sfj on behalf of itself and its affiliates shall and hereby does assign to pb all of sfj s and its affiliates right title and interest in and to all inds blas and regulatory approvals including all amendments and supplements to any of the foregoing and other filings with and formal submissions to nmpa or pmda respectively and other applicable regulatory authorities in such country in each case with respect to the product in such country collectively product filings,Ip Ownership Assignment
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,"Company shall provide and maintain, at its own expense, commercial general liability insurance and advertising injury coverage, with limits of not less than One Million Dollars ($1,000,000.00), and shall cause such policy to be endorsed to state that Duval is an additional named insured thereunder.",company shall provide and maintain at its own expense commercial general liability insurance and advertising injury coverage with limits of not less than one million dollars 1 000 000 00 and shall cause such policy to be endorsed to state that duval is an additional named insured thereunder,Insurance
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,"This Agreement shall be governed and construed in accordance with the laws of the State of Delaware, without reference to the conflicts of laws principles thereunder.",this agreement shall be governed and construed in accordance with the laws of the state of delaware without reference to the conflicts of laws principles thereunder,Governing Law
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT","In the case that either company is acquired by, or merges with, another company which has reason to not wish to continue the relationship, that company may make a contract buyout payment [*] for the [*], with a [*] buyout payment amount of [*].",in the case that either company is acquired by or merges with another company which has reason to not wish to continue the relationship that company may make a contract buyout payment for the with a buyout payment amount of,Liquidated Damages
AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement,"The Manufacturer hereby appoints the Customer to be the sole and exclusive agent for the promotion, sales, marketing, distribution and administration of the products listed in schedule A of this agreement based on minimum annual product purchase requirements as listed in Schedule B of this agreement.",the manufacturer hereby appoints the customer to be the sole and exclusive agent for the promotion sales marketing distribution and administration of the products listed in schedule a of this agreement based on minimum annual product purchase requirements as listed in schedule b of this agreement,Minimum Commitment
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,"In addition to The Original Soupman business you must own and continuously operate, you must sell and have open the minimum number of The Original Soupman businesses as set forth on Attachment E hereto (the ""Minimum Development Quota"") by the dates set forth on such Attachment.",in addition to the original soupman business you must own and continuously operate you must sell and have open the minimum number of the original soupman businesses as set forth on attachment e hereto the minimum development quota by the dates set forth on such attachment,Minimum Commitment
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT,"Sabco shall provide at its expense and maintain throughout --------- the term of this Agreement and any option period spectator liability insurance in an amount not less than $1 million single limit coverage with respect to any liability relating to the activities of Sabco in the performance of this Agreement. Sabco shall, within 90 days of the execution of this Agreement, supply Prolong with a copy of such policy of insurance or a certificate thereof, and such policies shall be cancelable only upon 10 days written notice to Prolong.",sabco shall provide at its expense and maintain throughout the term of this agreement and any option period spectator liability insurance in an amount not less than 1 million single limit coverage with respect to any liability relating to the activities of sabco in the performance of this agreement sabco shall within 90 days of the execution of this agreement supply prolong with a copy of such policy of insurance or a certificate thereof and such policies shall be cancelable only upon 10 days written notice to prolong,Insurance
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,"c) Each party hereby grants to the other a non-exclusive, limited license to use its trademarks, service marks or trade names only as specifically described in this Agreement.",c each party hereby grants to the other a non exclusive limited license to use its trademarks service marks or trade names only as specifically described in this agreement,License Grant
VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement,"uch fee shall be paid after only the first to occur of either a Liquidation Event or an Initial Public Offering. The respective fees, when and if payable, shall be paid upon closing; except that if there are additional contingent amounts (""Trailing Consideration"") payable upon the occurrence of subsequent events, then the Trailing Consideration shall be due and payable to JHU within thirty (30) days after receipt thereof by COMPANY.",uch fee shall be paid after only the first to occur of either a liquidation event or an initial public offering the respective fees when and if payable shall be paid upon closing except that if there are additional contingent amounts trailing consideration payable upon the occurrence of subsequent events then the trailing consideration shall be due and payable to jhu within thirty 30 days after receipt thereof by company,Change Of Control
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT","During the term of this Agreement and for a period [*] after any expiration or termination of this Agreement, each of INTERSECT and HOVIONE shall maintain in full force and effect a comprehensive general liability insurance policy, including Products Liability coverage, with minimum limits of [*] for bodily injury including death.",during the term of this agreement and for a period after any expiration or termination of this agreement each of intersect and hovione shall maintain in full force and effect a comprehensive general liability insurance policy including products liability coverage with minimum limits of for bodily injury including death,Insurance
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,"CENTRACK INTERNATIONAL, INC.",centrack international inc,Parties
IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement,"Licensee shall have the right to assign or sublicense any or all of its rights granted under this Agreement, in whole or in part, to third parties exhibiting the Titles in the ordinary course of Licensee's business with prior written notice to Licensor and subject to the applicable limitations (if any) in Section 2(a)(i) [License Grant]",licensee shall have the right to assign or sublicense any or all of its rights granted under this agreement in whole or in part to third parties exhibiting the titles in the ordinary course of licensee s business with prior written notice to licensor and subject to the applicable limitations if any in section 2 a i license grant,Anti-Assignment
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.","Accordingly, (i) with respect to RemainCo's right and interest in and to the Foundational Software, RemainCo, for itself and as representative of all other members of the RemainCo Group, hereby grants to SpinCo (x) a perpetual, irrevocable, exclusive, royalty-free, worldwide right and license to use the Foundational Software, including any Intellectual Property embodied therein, for the continued operation of the SpinCo Business and any future extensions of the SpinCo Business in the SpinCo Core Field and (y) a perpetual, irrevocable, non-exclusive, royalty-free, worldwide right and license to use the Foundational Software, including any Intellectual Property embodied therein, for the continued operation of the SpinCo Business and any future extensions of the SpinCo Business in any field other than the SpinCo Core Field or the RemainCo Core Field; and (ii) with respect to SpinCo's right and interest in and to the Foundational Software, SpinCo, for itself and as representative of all other members",accordingly i with respect to remainco s right and interest in and to the foundational software remainco for itself and as representative of all other members of the remainco group hereby grants to spinco x a perpetual irrevocable exclusive royalty free worldwide right and license to use the foundational software including any intellectual property embodied therein for the continued operation of the spinco business and any future extensions of the spinco business in the spinco core field and y a perpetual irrevocable non exclusive royalty free worldwide right and license to use the foundational software including any intellectual property embodied therein for the continued operation of the spinco business and any future extensions of the spinco business in any field other than the spinco core field or the remainco core field and ii with respect to spinco s right and interest in and to the foundational software spinco for itself and as representative of all other members,License Grant
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",SCULPTOR CAPITAL HOLDING CORPORATION,sculptor capital holding corporation,Parties
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,"Furthermore, Fox grants to Licensee a limited, exclusive (except as may otherwise be provided in this Agreement), non-transferable (except as permitted in Paragraph 17(d)) right and license to make, have made, reproduce, modify, create derivative works of, advertise, promote, distribute, sell and license the Wireless Products, including any PSM included therein, solely (i) for use on mobile or cellular telephones (the ""Wireless Platform""); (ii) in the Territory (as defined in Paragraph 3), (iii) during the Term (as defined in Paragraph 4), (iv) for distribution by Licensee through the Distribution Channels (as defined in Paragraph 2(c)) granted herein; and (v) by means of periodic subscription fee, a per-download basis, or through a retail purchase",furthermore fox grants to licensee a limited exclusive except as may otherwise be provided in this agreement non transferable except as permitted in paragraph 17 d right and license to make have made reproduce modify create derivative works of advertise promote distribute sell and license the wireless products including any psm included therein solely i for use on mobile or cellular telephones the wireless platform ii in the territory as defined in paragraph 3 iii during the term as defined in paragraph 4 iv for distribution by licensee through the distribution channels as defined in paragraph 2 c granted herein and v by means of periodic subscription fee a per download basis or through a retail purchase,Exclusivity
