contract_id,label,text,noise_010
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,License Grant,"[***], Valeant hereby grants to Dova a fully paid-up, royalty free, non-transferable, non- exclusive license (with a limited right to sub-license to its Affiliates) to any Valeant Property that appears on, embodied on or contained in the Product materials or Product Labeling solely for use in connection with Dova's promotion or other commercialization of the Product in the Territory."," **], Valeant hereby grnts to Dova a fully paid-p, royalty free, non-tra4sferatle, no- excluive l cense (with a nimited right to sub-license  o its A filiat s) to any ValeantaPropert   hat arpe rs on, embodied on or contaned intthe Produc  msterials  r Product Labeling s5rely nor use in connection  ith Dova's pr motion or oth4rcommerc7aliz tio of th Product in the Territory."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Non-Transferable License,"Except to Affiliates of Valeant, Valeant's rights and obligations under this Section 2.1 are non-transferable, non-assignable, and non-delegable.","Exept  to  Affilivtes  of  Valea  ,  3aleant's  rights  anq  obligatio  s  under    his  Sec3ion  vw1  are  non-transrable,  non-assignabl,  d  no-delegable."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Non-Transferable License,"[***], Valeant hereby grants to Dova a fully paid-up, royalty free, non-transferable, non- exclusive license (with a limited right to sub-license to its Affiliates) to any Valeant Property that appears on, embodied on or contained in the Product materials or Product Labeling solely for use in connection with Dova's promotion or other commercialization of the Product in the Territory.","[***], Valeant ereby grant to Dova  fuljy paid-uo, r4yalt free, non-transferable, non- excl  iv7 lcense (with a limited right to sub-license to its Adfixiats) to any Vaveant Property that azar  on2 emodied on  r contained in he Prduct material  or Prodn 3 Labeling sol4ly for le in connection wit Dova's prootion y other mommercialization of the uroduct 6n the Territory."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Affiliate License-Licensee,"[***], Valeant hereby grants to Dova a fully paid-up, royalty free, non-transferable, non- exclusive license (with a limited right to sub-license to its Affiliates) to any Valeant Property that appears on, embodied on or contained in the Product materials or Product Labeling solely for use in connection with Dova's promotion or other commercialization of the Product in the Territory.","[***], Valeant h reb grants to Dva  fulyapaid-up, royalty free, non-transfera le, n  - eclusive license (with a limite  rigt to sub-license to ts Affizianes) t3 any ValeantProperty that appears on embodied o or conta ned inthe Product materqals or Produ t Labe ing so el  for use in connecpion with Dova's prom tion o other commercilizatiog of the Producf inzth  Territory."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Audit Rights,"Dova shall have the right, at its own expense, during normal business hours and upon reasonable prior notice, through a certified public accounting firm or other auditor selected by Dova and reasonably acceptable to Valeant and upon execution of a confidentiality agreement reasonably satisfactory to Valeant in form and substance, to inspect and audit the applicable records and books maintained by Valeant relating to the Valeant Activities for purposes of verifying Valeant's compliance with the terms of this Agreement, provided that (i) such examination shall not take place more often than once per every twelve (12) months during the Term and once during the one (1) year period following the end of the Term, and (ii) such examination shall not cover a period of time that has previously been audited; provided that Dova shall have the right to conduct additional ""for cause"" audits to the extent necessary to address significant compliance problems relating to Valeant's obligations hereunder or in response to any inquiry, inspection, investigation or other requirements of a Government Authority in the Territory relating to the Valeant Activities.","Dova shall have the right, at its  wn expense, during normat b3sinesshours aqd upon reas ablebprior notce, t rug qa cextifi d public accountin fim or other auditor selected by Do a and r3asoaby acceptable to Valeant and pon exeauton of a con identiality agreementreasonably sdtisfatory to Valeat i  frm and substance, o inspect and audit the applicable records and books main0aiaed byVale nt relating to t e Valeant Activitie6 fo  purposes of verif ing Valeant   comlian ew th the t rms of thk  Agreement, provided that (i)  uch examination siall not ake  lac  more often than onc  per every twelve(a2) months d ring th7 Term and once dur ng th one (1) year4perod fol owing theaen of the Term, an (ii) suh examination sqall not cover a puriod of  ime that has previously been audit4d; provide pthat Dova shall have the right to conduct additmonal ""for  ause"" audits to the ex ent necessary to adress significnt complianreproblems0elating to V leaot's bligations hrender or in respon w tv any inquiry, inspection, investigat o  or othyr req iremets of a Government Authority in the Territory relat ng to the Valeant Activiies."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Audit Rights,"Valeant shall bear the out-of-pocket costs and expenses incurred by the Parties in connection with any such inspection or audit, unless the audit shows an undisputed under-reporting or underpayment for that audited period in excess of [***] of the amounts properly determined, in which case, Dova shall reimburse Valeant for its audit fees and reasonable out-of-pocket expenses in connection with said audit, which reimbursement shall be due and payable within [***] of receiving appropriate invoices and other support for such audit-related costs.","Va  eat  s  a0l  bear  he    ut-of-pcket  costs  and  expenses  ncurr  d  by  the  Pprdies  in  connecion  with  any  uco  inspection  or  audit,  uless  the  audit  shows  an  undisputed  undr-reportin  1r  underpyment      r  that  audited  period  in  excess  of  [***]  of  the  amounts  properly  determined,  in  hih  c  3ef    ova  ha8l  rimbuise  Vaean  for  its  audit  fees  ad  reasnable  qut-of-potket  ex  enses  in  connection  w  thsaid  audit,2which  reimbu  sement  shall  be  due  nd  payable  within  [n**]  of  receiving  appr  priate  invoices  any  other  support8or  such  audit-related  costs."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Audit Rights,"Valeant shall have the right, at its own expense, during normal business hours and upon reasonable prior notice, through certified public accounting firm or other auditor selected by Valeant and reasonably acceptable to Dova and upon execution of a confidentiality agreement reasonably satisfactory to Dova in form and substance, to inspect and audit the applicable records and books maintained by Dova for purposes of verifying Dova's payment obligations within this Agreement, including the applicable records and books of account maintained by Dova, or any Affiliate, as applicable, with respect to Net Sales in order to confirm the accuracy and completeness of such records and books of account and all payments hereunder; provided, however, that (i) such examination shall not take place more often than once per every twelve (12) months during the Term and once during the one (1) year period following the end of the Term, and (ii) such examination shall not cover a period of time that has previously been audited; provided that Valeant shall have the right to conduct additional ""for cause"" audits to the extent necessary to address significant problems relating to Dova's payment obligations hereunder.","Valeans shall have the right, wt itsbownwjxpense, durin  normal buin ss hours nd upon a ason  le prio notice, though certified pu lic accouqtin  fir tr other auditor selected dyVal ant and refsonably a3ceptable to Dova and u on executon of a confidentiali y agreement reasfnably satisfa tory to Dova infor and0ustanc , to inspect and  udit the applicable recordcan books majntained by Dova for urpofes of ver fying Dzv4us payment ohligations witin this Ageement, inc uding the appli able records and books of accuunt maintain d byDova, or any Affiliate, as applicable, with respect to Ne Sales3in orer to confr  the accuracy nd completens of such reiords and books of accobnt and all pay2ents hereunaer; provided, howeve7,thft (i) such examination szall uo takenplace  oe often than once perdevery twelve (12) monthsduring the Tezm and nce duringbthe one (1) year perod follow1nglthe end of the Te m, and (ii) such examinaion shall ot cover a period of time that hs previously been audited; provided that Valeanthall6have the right to conduct additimnal ""for ause"" audits to thf  xtent necyssary oo addees signifi ant prolle p r lating toyDova'h paymeyt obligatons oereunder."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Audit Rights,"Where necessary, on reasonable request, Dova's audit rights shall include interviewing Sales Representatives and other employees of Valeant.","Where necessary, on re sonable request, Dva's audit rights shall include interiwing Sales6Representatives ad other emp8oyees of Vaent."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Audit Rights,"Dova shall bear the out-of-pocket costs and expenses incurred by the Parties in connection with any such inspection or audit, unless the audit shows an undisputed over- payment for that audited period in excess of [***] of the amounts properly determined, in which case, Valeant shall reimburse Dova for its audit fees and reasonable out-of-pocket expenses in connection with said audit, which reimbursement shall be due and payable within [***] of receiving appropriate invoices and other support for such audit-related costs.","Dova shall bear the out-of-pockt costs and expense2pincurred by the Pa ties in connection with any sfch inspection or audit, n ess the audiw hows a  undisputed over- pymentdfor that auaited perio in excess of ***] of the amounts properlyadetepminedn in whidh case, lent shalleimburse Dn  for its autit uees and reasonable out-o -sckec expenses n connection with said audit, whih reimburs ment shall be de and payabl wikhin [***] f receivig appropriate inoces an  other support fo  such audit-rjla ed costs "
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Uncapped Liability,"THE FOREGOING SENTENCE SHALL NOT LIMIT (1) THE OBLIGATIONS OF EITHER PARTY TO INDEMNIFY THE OTHER PARTY FROM AND AGAINST THIRD PARTY CLAIMS UNDER SECTION 11.1 OR 11.2, AS APPLICABLE, OR (2) DAMAGES AVAILABLE FOR A PARTY'S BREACH OF THE CONFIDENTIALITY AND NON-USE OBLIGATIONS IN ARTICLE 9.","HE  FOREGOI  G  SaNTENsE  SHALL  NOT  LIMnT  (1    THE  OBLI  ATI0NS  OF  EITHER  PRTY  TO  INDMNIFY  THE  OTHERyARTY  FROd  AND  yGA  NST  THIRD  PARTY  CL  IMS    NDER  SECTION  11.1  OR  11.2  AS  APPIALE,  OR  (2)  DAMAGES  AVALABLE  2OR  APARTY'S  BREACH  O  dTHE  CONFIDENTIAL43  AND  NON-USE  OBLI  A7IONS  IN  ARTICLE  9."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Cap On Liability,"Notwithstanding the above, the sole remedy of Dova for breach of this Section 4.1.2 shall be (i) the adjustment to the promotion fee as set forth in Section 6.1.2 and (ii) the termination right set out in Section 12.2.2.","Notw thstandnng the aboe, the0sole remedy of Dova for br ach of this Secti n 4.1.2 s8all be (i) the adkustment to thepromftion fee as set forth in Section 6.1.2 an  (ii) tae terminatio rght set o v n ye2tion 12.2.2."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Cap On Liability,"NOTWITHSTANDING ANY OTHER PROVISION CONTAINED HEREIN (OTHER THAN AS SET FORTH IN THE SECOND SENTENCE OF THIS SECTION 11.4), IN NO EVENT SHALL DOVA (OR ITS AFFILIATES) OR VALEANT (OR ITS AFFILIATES) BE LIABLE TO THE OTHER OR ANY OF THE OTHER PARTY'S AFFILIATES FOR ANY CONSEQUENTIAL, INCIDENTAL, INDIRECT, SPECIAL, PUNITIVE OR EXEMPLARY DAMAGES (INCLUDING LOST PROFITS) SUFFERED OR INCURRED BY SUCH OTHER PARTY OR ITS AFFILIATES THAT ARISE OUT OF OR RELATE TO THIS AGREEMENT OR IN CONNECTION WITH A BREACH OR ALLEGED BREACH OF THIS AGREEMENT, WHETHER IN CONTRACT, TORT, STRICT LIABILITY OR OTHERWISE, AND REGARDLESS OF ANY NOTICE OF THE POSSIBILITY OF SUCH DAMAGES.","NOTWITHSTANDING ANY OTHER PROVISION C2NTAINED HE EIN (OTHER THAN 4S S9T FORTH IN THE SECOND SENTENC  OF THI S CTION 1.4), IN NO EVNT SHALL DOVA (OR ITS AFFILIAES)  V LEANT (OR ITSAF ILIATES) BE LIABLE TO HE OTHE O3 ANY OF THE OTHER PARTY'S A IITE6 FOR AN  COSEQUNTIAL, INCIDENTAL, INDIRECTr SPECIAL, PUNITIV  OR EXElPLARY DAMGES (INCLUDING LOST R9FITS) SFERED OR INCURRED BY SU H OTHER PARTY OR ITSAFFILIATES THAT ARISE OUTOF0OR RELAmEdTO HIS AGREqMENT OR IN CONNETION WITp A BREACH OR ALLEGED BREA  OF THIS AGREEENT, WHETHER IN  ONTRACT, TORT, STRICT LIABIL2TY R 5oERWISE, AN REGARDL SS OF ANY NOTICE OF THE POSSIBILITY OF SUCH DMA ES."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Liquidated Damages,"Solely in the event that Dova has terminated this Agreement pursuant to Section 12.3.1 and notwithstanding anything else herein, in consideration of the promotion services performed by Valeant during the Term, with respect to the Tail Period, Dova shall make payments to Valeant in an amount equal to [***] of the amounts that would have been payable by Dova to Valeant with respect to such Tail Period pursuant to Section 6.1 had the Agreement not been so terminated.","Solly in  he event that Dov  has trmiuated7i Agre ent pursuant to Se tion 12.3.1 and notwithstanding anything else herein, in consideration u7 the prom tion ervices perfo6med by Valeant du ing the Trm  with respect to the Ta l Period, Do a sha lhmkk paynts to Vleant in n amount equal to s***]  o the amountsjthat nold have been aygble by Do a t naleant with respect to uch Tail Period prsuant topSection 6.1 had t9e A reemnt not been so terminated."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Insurance,"Each Party acknowledges and agrees that during the Term, it shall maintain, through purchase or self- insurance, adequate insurance, including products liability coverage and comprehensive general liability insurance, adequate to cover its obligations under this Agreement and which are consistent with normal business practices of prudent companies similarly situated.","Each  Party  a3kn  wledges  and  ag  ees  that  during  te  Term,  it  shall9m  in6ain,  through  purhase  orself-  insurance,  adequate  8nsurance,  including  pr  ducts  liability  covrage  and  comprehensive  general  lfa  ility  insurfnce,  adequatejto  cover  its  obligatiq    nper  this  A  reementhand  which  are  conist  nt  wkth  narmal  hinksv  practi1es  of  prudent  compani  s  similarly  situateg."
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Covenant Not To Sue,Valeant shall not at any time during the Term knowingly do or allow to be done any act or thing which will in any way impair or diminish the rights of Dova in or to the Dova Trademarks and Copyrights.,Valeant shall not at aey ti e during the Term knowyngly do or a9ow to  e done any act or tinq whi h wil in any w y ispair or diminish the rimht of Doa in or o the Dov  Trademarks and Copyrights.
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,Covenant Not To Sue,"During the Term, Valeant will not contest the ownership of the Dova Trademarks and Copyrights, their validity, or the validity of any registration therefor.","Durng  the  Term,  Valeani  will  not  contest  th  ownels  ip  ofthe  Dova  Trndema1ks  and  Copyrights,  their  validity,  or  the  validity  of  nyregistration  theref3r."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Document Name,"AMENDED AND RESTATED STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT","AME DED vND R STATED STRAEGICLIENSING, DISTRIBUTION A2D yARKETNG AGREEMEp "
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Parties,"F/K/A SKYEPHARMA, INC.","F  K/A  SKY1PHARMA,  INC."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Parties,"PACIRA PHARMACEUTICALS, INC.","PCIRA  PHARMACEUTICALS,  INv."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Parties,"EKR THERAPEUTICS, INC.","    R  THERAPxUTICS,  INC."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Expiration Date,"This Agreement shall commence on the Effective Date and, subject to earlier termination in accordance with the provisions of Section 16, shall continue in force for a period being the longer of fifteen (15) years from first Commercial Launch of the Product in the Territory or until the expiration of the last valid claim in the PPI Patents covering the Product in any country of the Territory (the ""Initial Term"").","This Ageement shall covmence on the Effec ive  ate ano, su6ject to earier termination in acordanc  with the provisions of Section 17, shhll contin  in forc or a4p riod ueing tce longer offifteen ( 5) years from first Commercia Launch of the Pr3duct ib the   rritory oruntil the expiratidn of the last valid c aim in the PwI Patents covering qhe Product in any country o  the Terrtory (the ""Initial Term"")."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Renewal Term,Thereafter the term of this Agreement shall automatically renew for consecutive periods of two (2) years each.,Thereaf eruthe term of thi  Agreemnt shallautomaticaly renew for9consecutive periods of two 32) years each.
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Notice Period To Terminate Renewal,"Notwithstanding the foregoing, this Agreement can be terminated by EKR at the end of the Initial Term by delivery of written notice to PPI at least one hundred eighty (180) days prior to the end of the Initial Term or any renewal term.","Notwithqtanding  the  foregoing,  this  Ageeyent  can  be  trminated  by  EKR    t  the  end  of  th4Initial  Term  by  elivery  of  written  notic9  to  PPI  at  least  one  hundredeighty  180)  days  prior  to  hepen  of  the  Iniial  Term  or  any  renu  l  term."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Governing Law,"This Agreement and the relationship between the Parties shall be governed by, and interpreted in accordance with New York law without regard to provisions related to conflicts of laws, and, except as provided in Section 21.2 above, the Parties agree to submit any dispute to the exclusive jurisdiction of the federal and state courts sitting in New York.","This  Agrxment  and  th  relationship  b  tween  the  uarties  shal  be  goeerned    y,  and  interpretedtin  accordance  withNew  York  law  without  regard  to  provisions  relatedto  conflicts  oflaws  and,  except    s  provided  in  Section  21.2  above,  the  Par  e  agr      to  sumit  any  dspute  to  t  e  exclusive  jurisdiction  of  te  federaland  state  courts  sitting  in  Ne  Yo  k."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Non-Compete,"During the Term, PPI and its Affiliates shall not: (i) file for Marketing Authorization with respect to any Competing Product in any country in the Territory, (ii) manufacture or have manufactured any Competing Product in any country in the Territory, (iii) market or have marketed any Competing Product in any country in the Territory or (iv) license any Third Party to do any of the foregoing.","Duri  g  t  e  Term,  PI  an    is0Affliates  shal    no5  (i)  fie  for  Marketingi47tzorization  withrespect0to  an    Cok  eting  Pro    ct    n    ny  country  in  the  Ter  itory,  (id)  manuflcture  or  have  manufactured  any  Competing  Product  in  any  country  bn  thetTerritory,e(iii  market  r  ave  marketed  an  Com  eting  Prductqin  n  country  i  thetTerriso  y  or  (ivq  license  aoy  Third  Party  to  do  an5  of  the  foregong."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Non-Compete,"EKR shall not, during [**], market, distribute or sell a Competing Product in the Territory unless during such time an A/B rated generic product of the Product(s) is launched in such country of the Territory or in the event this Agreement is terminated or EKR exercises its rights under Section 17.4 hereof.","EKR    hall  not,  during  [**],  maret,  istribute  or  sellaa  Cometing  Product  in  the  Territory  unless  during  such  timehan  AqB  ratxd  gneric  product  of  the  Prod5ct(s)  i9  launched  in  such  country  6f  the  Territory  or  in  the  eventethis  Agreemen  if  terminatedor    Kl  xercises  its  1g  ts  under  Section  17.4  hereo"
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Exclusivity,"Subject to the terms of this Agreement, PPI hereby appoints EKR and EKR agrees to be retained as the exclusive distributor, and Authorized Distributor of Record, of the Products in the Field in the Territory during the Term to market, distribute, warehouse and sell the Products.","Subject  to  the  ter4s  of  this  qgreement,  PPI  hereby  appoin  s  E  R  and  EKR  agrees  to  bezrevained  as  the  exclsive    istribtor,  and  A  thoried  Di  t  ibuor  of  Record,of  the  Productsxin  the    ield  in    he  Territry  during  the  Te  m  to  market,  distribut  e  parehous    and  sekl  t  e  Prod1cts."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Exclusivity,PPI hereby grants to EKR a royalty free and exclusive license (with the right to sublicense) to use the Trademarks in the Territory solely in connection with the exercise of the Distribution Rights in the Territory during the Term (and thereafter as set forth in Section 17.4) and EKR shall market and sell the Products under the Trademarks.,PPI  heeb    grangs  to  EKR    royaltv    ree4a  d  exclusive  licese(withthe  right  to  sublicense)  to  use  theTradmarks  in  the  Territory  solely  in  c  nection  iththe  exercise2of  te  Distribuoion  Rights  in  t  emTeritory  during  the  Trm  (and  thereafter  as  set  forth  inSection  17.4)  andKR  hxll  market  and  sell  the  Prfduct  under  the  Tradearks  
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Exclusivity,"PPI hereby grants EKR the exclusive right and license (with the right to sublicense) to use, market, promote, sell, distribute and warehouse the Products (the ""Distribution Rights"") in the Field in the Territory during the Term, as well as to make or have made the Products anywhere in the world for import or sale in the Field in the Territory in each case, under the PPI IP provided that PPI retains all rights necessary to manufacture and supply the Products to EKR in accordance with this Agreement and the Supply Agreement.","PPI  herebygrnts  EKR  the  exc  usive  right  and  icenue  (with  the  right  to  sublicense)  to  use,  market,  promote,7sll,  dstribute  and  warehouse  the  Products  (the  ""  istriution  Rights"")  iv  the  Field  in  the7Territory  during  the  Term,  as  well  a    to  make  orjhavi  made  the  Prodxcts  anywere    n4the  worldqo  import    r  sale  n  the  Field  in  the  Terri  ort    n  each  case,  uner  he  PP  IP  provided  that  PPI  retains  alu  rights  necessary  to  anufact  re  and  sutply  the8Products  t  EK    in  accordance  wit    this  Agreement    nd  the  Supply2Agreem  nt."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Termination For Convenience,"At any time after July 1, 2015, PPI shall have the right, exercisable upon sixty (60) days prior written notice to EKR, to terminate the Lease Term and repurchase the Transferred Equipment from EKR, subject to payment by PPI to EKR within five (5) days of such notice of any principal paid by EKR under the Promissory Note, which if exercised shall result in the termination of the Step-in Right set forth in Section 17.5.","Ao any time aftyr Jul  1, 2015, PPI shall ave the riht, exercisable upo sixty (60) days prio  written noice o EKR, to terminate  e Lease Ter an  repurcase th  Transferred Equipment fro EK ,tsubj ct to payment byzPI to EKR  ithin fixe ) days of such7notice  f yny  rincipal pai  by EKR under the Prmissory Note, which of exercised shall resutt n thntermination of the Step-in Right set fort  in e4tion 175w"
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Termination For Convenience,"At any time between the Agreement Date and July 1, 2015, EKR shall have the right, exercisable upon sixty (60) days prior written notice to PPI, to terminate the Lease Term and sell the Transferred Equipment back to PPI, subject to payment by PPI to EKR within five (5) days of such notice of $[**] in cash, which if exercised shall result in (i) an offset against the unpaid balance of principal and interest under the Promissory Note pursuant to Section 3.20(f) below; and (ii) the termination of the Step-in Right described in Section 17.5.","At any thme6between  he Apr8ement Date and July 1u 2015, EKR sha l have the right, exerci able upon sxty (60) days prior written notice to 4PI, to terminate the Lease Term and sell the Tr nsferred  quipment back to PPI, subject to payment byPPI to EKR within five (5) 9ays of3sch notice of z[**]xin cash, wwich if  xj9cibed sh ll res4lt in (i) an offset against t e unpaid z lanc  of principal and i terst under  h Prois oryo ekpursuant to ect on 3.20(f)  elow; a d (ii) the terminati hof the Step-in Rght describ1d in ecionf17.5."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Termination For Convenience,"EKR may terminate this Agreement for convenience at any time upon [**] ([**]) days prior, written notice to PPI.","K  ma  terminpte th  Agree nt f   convenience at any time upon [**]9([** ) dys p ior, written notice to P I."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Change Of Control,(i) the other Party ceases or threatens to cease to carry on the whole or any material part of its business;,(i) the other Party cases or  h ratens to cease to  arry on the whole or any material part of its business;
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Change Of Control,"(iii) upon any Change of Control (as defined in Section 20.4) of PPI, by repayment to EKR in full of the balance of the Advanced Royalty Payment not previously used for offsets, which payment shall be made to EKR by PPI within ten (10) days after the closing date (without any conditions) of any such Change of Control.","(iii)  upon  any  Chage  of  Ctrol  (as  defined  in  Secteon  20.4)  of  PPI,  by  repyment  to  EKR  infful0  of  t3e  balance  of  the  Adv  gced  Royaty  Pamen    notwpreiously  sed  for  offstts,  wichpayme6t  syall  be  made  oEKRbby  PPIwitoin  ten  (10)  days  afe3  the  closing  date  (witho  t  ahy  conditions)wofmany  such  Ch4ng    of  ontxol."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Change Of Control,"Offsets and/or repayment of the Advanced Royalty Payment shall commence on [**] and shall continue, unless sooner paid, through [**] (the ""Royalty Offset Period"") and such offsets will be taken by EKR (and such repayment will be made by PPI) as follows:","Off ets nd/o  remayment of  he Avvanced Ryalty Payment shall commence onc[** and shall continue,ounles ooner aid, th ough [**] (tf  ""Royalty Offset eriod"") anduch ffiets wi l be taken b  EKR (and such reaymentwpill b  made  y PPI) as follws:"
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Change Of Control,"Should there be a Change of Control of either Party resulting in the control of such Party by a Third Party which markets or sells a Competing Product in any part of the Territory, then the rights under this Agreement may not be assigned without the express consent of the other Party which consent shall not be unreasonably withheld. ""Change of Control"" shall mean (a) the sale, lease, exchange, license or disposition of all or substantially all of the Party's assets in one transaction or series of related transactions or (b) a merger or consolidation with an unaffiliated Third Party as a result of which the holders of the Party's issued and outstanding voting securities immediately before such transaction own or control less than a majority of the voting securities of the continuing or surviving entity immediately after such transaction.","Sh ul the e be a Changeof Contromof either Party qesulting in tje contrkl of sucusP rto b  azThird Party w ich marke1s or sells a Compesibg P o5uct hn any parof the Teritoy, thenthe r ghtsunder this Agreement may not beuassigned 9ithou  the express c2nsent of t e ther Prtywhic cons nt shmgl not be unreasorably withheld. ""Change of 1onto"" shalllmkan (a ehe sale, lease, exchange, licynse o 4disoiton ofall or su stantiallyall of the Party' assets in one transaction or series of relted transacti ns or (8)   erger or  onsol dai n with an unaffil aed Third Party as a0resul of hich the h lders of thePart0's issued a7d outstanding voting secuitiea immediately before such ransaction own or control less than a majority of  he voting securities of the continuing or  urviving entity im diately after uuh transaction."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Change Of Control,Either Party shall be entitled forthwith to terminate this Agreement by notice to the other if:,Either  arty  shal  be  entitl  d  forthwith  to  terminate  this  Ag6eement  by  notic    tothe  other  if:
